N	F0	m	d_ms	d0	v0	prob	collision
4	1306	793	411	6	85	0.380	1
7	2165	1572	298	13	84	0.020	0
6	4860	851	395	17	84	0.230	0
4	3667	1197	164	17	65	0.220	0
7	3037	1938	296	5	75	0.050	1
4	4968	829	207	16	86	0.470	0
4	1260	1093	371	11	65	0.210	0
6	1313	947	218	8	73	0.320	0
8	370	1482	148	14	116	0.040	0
8	4727	646	203	7	92	0.080	1
6	3305	1387	305	11	54	0.150	0
3	1513	536	453	13	88	0.310	0
3	2993	1697	348	6	76	0.470	1
3	3858	1858	495	7	91	0.010	1
7	3885	1318	39	5	118	0.490	1
7	641	1346	343	12	92	0.420	0
4	1576	1439	412	18	114	0.260	0
7	142	1809	349	17	84	0.450	0
5	2579	1257	187	12	114	0.010	0
3	1688	1705	221	16	71	0.150	0
8	774	1778	269	5	104	0.100	0
5	876	592	486	12	88	0.460	0
8	4231	1377	245	15	99	0.470	0
8	1458	834	185	17	55	0.160	0
4	3973	1815	184	5	89	0.040	1
8	1277	916	235	19	113	0.240	0
6	4947	1026	250	11	114	0.160	1
6	460	1452	274	7	115	0.350	0
7	3364	704	415	15	105	0.220	1
4	477	1061	253	17	82	0.140	0
8	3956	1997	157	9	109	0.350	0
3	1744	1733	92	14	82	0.010	0
3	2773	578	423	6	65	0.300	1
8	1137	1267	32	10	103	0.440	0
4	3117	933	199	8	88	0.050	0
8	427	919	338	18	90	0.360	0
5	3217	1238	414	18	57	0.370	0
6	3875	1404	474	19	69	0.340	0
6	849	1434	437	12	98	0.400	0
5	1459	973	219	19	79	0.440	0
8	3177	1580	254	11	118	0.070	0
7	2226	1986	160	5	70	0.200	0
5	4958	1910	200	15	78	0.180	0
6	2138	605	196	6	72	0.100	1
7	3464	1964	105	13	113	0.270	0
8	4492	1785	437	12	84	0.090	0
8	3554	1664	172	15	51	0.320	0
6	4800	633	424	10	102	0.470	1
7	2263	1515	5	9	62	0.150	0
5	2330	865	399	5	77	0.410	1
4	2563	1875	65	5	56	0.480	0
4	4513	1880	499	17	74	0.210	0
3	234	1381	417	14	107	0.080	0
8	1984	622	480	15	59	0.300	0
6	607	1647	410	13	111	0.330	0
4	1319	1232	491	9	103	0.220	0
6	4756	1331	390	8	95	0.260	1
6	1983	1743	333	19	72	0.380	0
7	3432	1856	141	14	85	0.200	0
7	3284	972	327	9	51	0.440	1
6	508	961	402	19	73	0.300	0
8	3639	1700	125	11	88	0.440	0
4	2667	968	365	11	60	0.250	0
8	711	1140	154	17	50	0.250	0
5	2474	952	14	13	82	0.240	0
3	162	1294	387	19	94	0.240	0
3	4330	1532	380	18	72	0.110	0
3	1642	1657	150	13	68	0.280	0
7	319	743	121	12	52	0.320	0
4	4732	1742	34	14	102	0.420	0
8	3330	538	449	10	66	0.450	1
3	1633	1508	487	12	57	0.090	0
3	1536	1825	239	18	58	0.410	0
4	4810	1056	131	6	95	0.070	1
5	4142	800	446	10	114	0.080	1
6	1802	1443	479	16	116	0.350	0
3	4858	520	229	17	110	0.130	0
7	107	825	32	8	79	0.260	0
6	2732	671	215	16	107	0.400	0
3	2371	949	191	16	70	0.030	0
4	4150	501	453	17	115	0.200	1
7	2712	675	451	11	86	0.380	1
7	2066	1061	290	18	53	0.130	0
3	4234	966	25	11	53	0.130	0
5	2533	1065	172	10	88	0.100	0
4	2211	1888	379	11	50	0.240	0
8	1422	777	375	14	106	0.240	0
5	4015	850	169	7	58	0.360	0
6	2556	885	325	9	111	0.160	1
4	1554	1056	8	7	92	0.290	0
6	1776	1219	326	7	60	0.190	0
7	723	1626	430	7	77	0.080	0
3	3217	1307	301	16	68	0.230	0
5	3815	537	128	10	86	0.220	0
3	1743	1069	484	17	106	0.370	0
6	1195	1735	184	14	109	0.340	0
5	2423	1105	374	11	88	0.440	1
5	2459	1959	121	7	111	0.140	0
8	4302	1376	42	6	64	0.340	0
5	2057	1787	231	5	119	0.480	1
6	680	1299	23	6	108	0.470	0
8	1756	1181	62	14	79	0.330	0
6	740	1044	222	9	77	0.290	0
6	4088	674	119	18	93	0.190	0
4	2668	1218	490	14	100	0.200	0
4	3331	761	382	12	73	0.210	0
5	2718	1752	68	9	115	0.030	0
3	3373	1491	55	19	75	0.320	0
4	3039	1271	100	14	92	0.410	0
3	3863	1275	155	13	58	0.340	0
6	1871	774	357	17	77	0.450	0
5	275	1119	469	12	58	0.040	0
4	3777	957	228	12	59	0.230	0
5	1641	527	31	10	86	0.310	0
7	1827	1922	234	10	103	0.150	0
4	2620	1055	78	12	76	0.470	0
6	4836	1087	308	18	89	0.320	0
8	1086	868	33	6	110	0.440	0
4	2985	682	153	12	66	0.460	0
5	2661	1121	391	9	55	0.060	0
6	3999	1818	444	18	101	0.250	0
3	1175	1343	244	19	62	0.160	0
7	4663	1078	244	17	89	0.180	0
6	4437	1046	18	13	55	0.050	0
5	1345	1726	287	19	81	0.230	0
4	3154	819	82	13	99	0.240	0
7	2996	1142	198	8	87	0.320	1
4	3403	990	220	13	103	0.150	0
5	1264	1205	424	5	91	0.480	1
5	4393	995	271	17	100	0.410	0
3	2073	667	298	6	97	0.420	1
3	2978	591	42	6	101	0.480	1
6	737	834	270	5	112	0.140	0
5	947	1900	171	17	116	0.090	0
7	3534	789	312	18	103	0.380	0
8	984	1940	210	18	108	0.300	0
5	976	607	267	17	70	0.010	0
8	2379	1835	56	6	84	0.020	0
5	688	1580	25	11	73	0.200	0
6	703	1786	129	13	99	0.070	0
7	3584	1527	167	18	67	0.420	0
8	436	1856	478	11	74	0.050	0
5	4250	1474	353	13	77	0.250	0
6	1810	965	351	16	66	0.160	0
5	4399	1342	454	15	52	0.280	0
6	354	578	359	13	90	0.190	0
3	4342	1086	377	5	118	0.470	1
5	4652	1856	81	7	111	0.430	0
5	363	958	306	13	72	0.190	0
6	1045	554	10	5	96	0.460	1
4	4567	851	167	15	90	0.380	0
4	3354	1802	80	13	88	0.190	0
6	4383	1231	122	7	88	0.300	1
3	4137	950	186	16	105	0.340	0
3	4774	1907	127	5	69	0.140	1
3	1001	618	460	14	120	0.200	0
5	4058	1047	359	9	78	0.100	1
4	2557	1337	450	11	65	0.250	0
6	2424	1497	477	9	80	0.090	1
4	4017	670	375	16	119	0.420	1
6	1385	673	451	12	59	0.170	0
4	2027	993	224	9	62	0.200	0
4	1249	794	206	16	83	0.020	0
3	2940	1629	111	8	77	0.400	0
4	1481	588	47	14	113	0.130	0
4	4711	1932	359	7	50	0.400	1
3	4676	1271	57	19	116	0.380	0
5	2338	1598	93	18	103	0.010	0
3	2422	1530	467	9	69	0.220	0
7	4999	1926	261	5	53	0.450	1
7	2392	1246	408	14	87	0.020	0
5	376	983	73	15	108	0.350	0
7	4141	1668	326	8	100	0.440	1
8	2929	1154	183	19	60	0.350	0
5	2431	1521	457	19	97	0.290	0
7	394	1303	458	5	93	0.380	0
3	4076	784	296	18	119	0.370	0
4	1699	1454	357	10	110	0.160	0
8	1521	1025	197	6	52	0.150	0
3	567	1357	187	10	55	0.430	0
8	2945	1389	38	5	109	0.110	0
3	2553	1057	324	16	93	0.370	0
8	4544	1763	85	17	76	0.180	0
3	688	1629	62	6	55	0.410	0
5	1262	1728	245	17	109	0.160	0
6	4496	1694	42	19	117	0.170	0
3	1343	1046	179	5	92	0.470	1
4	421	706	27	13	92	0.050	0
4	1738	937	5	15	101	0.090	0
5	4851	1807	383	18	92	0.330	0
4	1714	1936	258	13	57	0.420	0
3	1803	1972	264	18	99	0.130	0
8	4952	713	377	7	117	0.300	1
8	138	1833	25	11	60	0.200	0
5	3879	1957	400	5	93	0.300	1
6	1452	997	402	7	67	0.220	1
5	991	1993	23	13	80	0.320	0
6	1199	774	464	16	62	0.070	0
4	2135	543	221	10	55	0.360	0
3	1120	777	21	17	118	0.270	0
5	4751	558	157	8	91	0.020	0
3	3040	1855	403	8	60	0.340	0
4	1297	966	330	18	74	0.190	0
5	2983	1180	269	8	67	0.360	0
6	2492	728	452	17	51	0.230	0
7	1631	747	31	17	78	0.170	0
4	4914	1162	276	14	87	0.200	0
4	4412	1676	316	14	107	0.360	0
6	4878	1565	249	18	117	0.070	0
6	2941	599	331	18	103	0.170	0
8	4458	709	329	16	56	0.340	0
4	113	739	295	12	88	0.290	0
7	1443	534	382	5	108	0.320	1
5	1901	622	425	17	76	0.170	0
6	2541	866	133	13	107	0.230	0
3	3126	1086	297	7	93	0.300	1
7	2048	1670	279	6	97	0.240	0
6	1736	732	365	10	87	0.430	1
7	4570	1046	66	15	55	0.110	0
6	4976	1696	292	12	118	0.090	0
6	3790	1575	238	17	105	0.170	0
7	1109	1806	31	16	113	0.240	0
6	1533	1695	177	13	118	0.210	0
4	4461	1553	263	7	67	0.020	0
4	1311	839	178	17	85	0.060	0
7	4170	1186	483	18	113	0.280	1
7	685	788	155	14	66	0.040	0
7	4789	1804	145	18	103	0.240	0
3	4593	707	207	6	107	0.020	1
5	2636	1727	431	16	73	0.360	0
8	913	1844	457	18	70	0.090	0
8	3304	1883	443	5	63	0.440	1
8	3664	1400	480	14	105	0.110	1
8	2976	952	81	5	117	0.440	1
4	3540	1742	219	9	104	0.280	0
4	2209	1553	261	17	115	0.440	0
7	964	672	257	8	90	0.270	0
6	4054	877	435	16	103	0.180	0
4	2629	849	478	12	75	0.090	0
4	2060	1335	361	15	115	0.190	0
8	3940	1769	215	16	110	0.420	0
3	732	698	264	16	78	0.090	0
6	1085	944	33	15	55	0.310	0
8	907	995	134	15	51	0.160	0
5	1607	1670	292	15	94	0.010	0
4	4850	1325	458	11	71	0.360	0
7	2597	1860	346	13	80	0.400	0
5	2339	580	185	8	104	0.420	1
6	4134	1603	199	8	78	0.080	0
4	4081	662	140	12	100	0.060	0
5	705	662	99	11	108	0.300	0
6	713	1795	267	11	111	0.300	0
6	2913	1063	181	8	74	0.050	0
8	3130	1429	497	14	117	0.070	1
4	1814	1018	267	11	65	0.360	0
4	4519	975	143	18	78	0.120	0
5	1425	1111	247	12	76	0.130	0
6	166	747	409	6	96	0.440	0
6	4256	780	48	13	116	0.350	0
3	735	939	344	14	66	0.160	0
3	932	1253	363	6	72	0.470	0
7	3744	1727	213	5	63	0.210	1
4	4174	1925	148	15	94	0.410	0
3	3734	508	119	6	101	0.370	1
3	2987	965	179	12	82	0.430	0
4	4014	1388	115	19	92	0.470	0
3	2679	1683	211	18	70	0.320	0
5	3280	1992	37	6	97	0.390	0
7	2601	1741	7	19	106	0.370	0
7	310	1623	176	15	68	0.040	0
8	2838	576	2	17	66	0.440	0
7	1666	1108	49	9	58	0.200	0
5	3573	1048	365	10	110	0.040	1
7	856	1638	151	16	61	0.370	0
4	4069	551	236	10	50	0.370	0
6	1027	868	135	15	64	0.320	0
8	1933	544	379	14	80	0.470	0
6	2325	1755	163	17	65	0.220	0
7	4318	1480	132	16	82	0.010	0
5	1201	1177	435	6	115	0.450	1
5	292	1378	100	16	99	0.490	0
5	3994	1479	6	16	116	0.490	0
6	3082	1143	211	17	67	0.230	0
3	2709	1587	182	14	89	0.340	0
3	3828	1426	145	19	105	0.340	0
6	780	849	385	11	98	0.320	0
7	1043	658	273	19	52	0.140	0
8	3337	1016	199	17	84	0.420	0
5	1930	977	114	15	115	0.450	0
5	2868	1252	131	14	111	0.130	0
8	1609	1752	269	18	54	0.410	0
3	4718	824	211	13	116	0.160	0
8	3511	1517	358	18	68	0.480	0
3	3306	1522	403	8	57	0.450	1
5	452	1680	321	13	109	0.340	0
6	947	1265	187	17	79	0.050	0
8	3208	986	220	12	54	0.160	0
3	1238	1901	297	11	56	0.040	0
6	3401	700	401	19	79	0.420	0
8	1799	1304	359	9	79	0.160	0
3	2491	717	77	18	95	0.360	0
5	1342	505	143	15	69	0.010	0
7	3346	511	199	10	103	0.170	1
6	4037	1837	64	6	83	0.360	0
4	3996	987	225	8	115	0.290	1
4	4439	1112	187	15	118	0.090	0
8	2170	1637	108	8	101	0.380	0
3	918	1794	437	18	108	0.380	0
7	3187	1755	220	15	73	0.260	0
6	3564	1010	349	18	91	0.030	0
4	1099	1603	7	8	114	0.240	0
4	1917	672	344	9	99	0.220	1
5	3997	1288	280	17	99	0.490	0
5	218	794	344	15	107	0.030	0
7	727	704	78	8	111	0.110	0
7	3731	1399	232	11	57	0.450	0
7	4652	929	163	11	55	0.470	0
5	679	540	421	9	114	0.010	0
4	206	1850	218	5	71	0.270	0
8	2387	509	262	8	62	0.280	0
3	1224	1365	41	19	60	0.460	0
6	3166	1724	63	8	81	0.080	0
3	3852	891	7	12	104	0.340	0
4	2838	515	496	7	63	0.170	1
3	3789	1354	358	17	114	0.030	0
5	3571	878	191	9	77	0.410	0
7	4405	1224	376	5	76	0.480	1
4	3045	1413	7	13	84	0.250	0
7	1270	938	2	15	93	0.130	0
7	2479	1317	238	10	92	0.050	0
3	2846	516	298	10	119	0.270	1
3	1983	1433	348	8	73	0.480	0
3	3797	1124	439	5	100	0.230	1
6	3714	1885	376	10	54	0.160	0
5	1892	822	246	11	78	0.020	0
7	4461	1923	63	9	108	0.050	0
7	1197	1012	462	13	64	0.340	0
4	3836	707	159	6	89	0.200	1
7	2122	666	43	9	91	0.250	0
5	4587	631	96	5	63	0.340	1
4	1000	1943	169	13	101	0.350	0
5	4742	549	404	5	112	0.080	1
8	3415	1851	242	9	52	0.210	0
3	524	834	313	14	60	0.200	0
7	3630	500	325	16	75	0.130	0
8	563	823	104	5	65	0.210	0
3	4138	1673	336	6	57	0.160	1
6	4852	1168	164	15	80	0.080	0
6	4985	756	246	18	108	0.320	0
6	3819	600	233	5	68	0.070	1
8	3017	1088	363	8	73	0.410	1
3	3367	1867	175	16	56	0.300	0
8	4595	548	306	14	117	0.160	1
8	2619	1683	124	15	60	0.430	0
6	3278	1606	14	16	75	0.480	0
3	4756	742	56	10	90	0.360	0
3	4589	707	144	5	74	0.280	1
6	3432	1836	402	10	69	0.110	0
3	2237	1651	372	5	56	0.100	1
3	4042	1762	336	8	51	0.300	0
7	3379	1617	30	6	106	0.440	0
7	1982	1519	178	18	105	0.330	0
8	3004	1551	320	8	106	0.460	1
3	4904	502	127	13	64	0.060	0
4	3541	1975	61	14	71	0.400	0
8	577	1911	116	16	50	0.450	0
7	1830	1690	26	9	118	0.110	0
7	2771	733	272	5	107	0.220	1
8	1872	1873	140	16	87	0.430	0
7	3021	553	317	10	110	0.110	1
5	4879	1931	61	12	111	0.070	0
6	884	1218	124	16	84	0.300	0
5	1187	1103	218	15	118	0.170	0
5	2696	822	272	13	80	0.450	0
3	2091	1593	482	18	93	0.160	0
3	3372	916	280	7	84	0.180	1
8	655	1682	130	19	116	0.180	0
8	591	758	360	17	107	0.340	0
3	145	1077	268	10	111	0.270	0
6	3223	1823	38	8	117	0.270	0
5	875	1632	37	12	52	0.110	0
4	3212	1603	61	19	73	0.470	0
6	4795	1631	184	10	91	0.450	0
3	3940	639	375	12	51	0.440	1
5	689	1714	442	19	76	0.360	0
3	1296	719	190	18	97	0.360	0
7	4613	1953	4	7	110	0.040	0
8	4414	1466	294	6	76	0.460	1
8	2294	1465	19	10	103	0.280	0
6	4636	1414	262	10	67	0.370	0
3	4177	1969	15	13	93	0.280	0
3	1430	1666	325	16	72	0.170	0
6	4342	1740	172	18	110	0.140	0
4	3469	1146	83	5	92	0.340	1
4	3471	1908	460	10	90	0.140	0
8	3262	1607	485	17	59	0.310	0
6	1169	1003	358	11	60	0.380	0
4	4158	824	449	8	78	0.470	1
6	2299	791	98	8	98	0.410	0
3	716	1361	49	5	74	0.220	0
6	2559	1243	75	17	54	0.370	0
6	4020	978	477	7	66	0.020	1
8	1726	1726	391	6	109	0.090	1
7	1482	1349	80	14	83	0.130	0
5	2320	916	184	17	74	0.490	0
5	4144	674	185	8	96	0.180	1
8	2981	1928	451	18	79	0.140	0
5	1347	755	376	14	94	0.380	0
4	376	1149	15	9	87	0.010	0
5	132	1212	267	19	78	0.070	0
6	4778	1808	119	8	102	0.050	0
8	257	909	430	11	116	0.300	0
7	3204	700	384	8	107	0.210	1
5	1257	553	101	9	106	0.040	0
6	1749	1525	225	15	81	0.370	0
5	453	700	8	7	100	0.320	0
4	371	1377	470	14	77	0.340	0
8	168	1115	449	10	93	0.340	0
4	1700	1335	103	9	64	0.420	0
5	2750	1439	350	13	119	0.490	0
7	2831	1151	25	16	66	0.260	0
6	1135	1945	331	12	94	0.050	0
8	1695	687	220	6	70	0.210	1
4	2911	1217	92	8	56	0.100	0
4	2043	1120	320	16	76	0.450	0
8	3871	780	218	5	78	0.180	1
7	3470	1815	208	8	54	0.150	0
4	2325	809	225	5	108	0.400	1
3	2734	738	15	17	64	0.070	0
6	1032	937	294	17	55	0.140	0
4	2732	1027	153	8	97	0.330	0
4	4429	714	37	5	76	0.150	0
7	4722	734	354	19	56	0.340	0
7	3450	1926	63	5	76	0.360	0
4	282	1438	84	5	76	0.110	0
6	3751	1501	174	14	107	0.200	0
7	3924	1309	68	13	82	0.080	0
8	3934	695	473	7	92	0.120	1
6	928	937	189	15	91	0.010	0
7	3007	1281	326	8	104	0.060	1
5	2658	1408	278	16	82	0.160	0
6	2079	911	62	18	64	0.210	0
5	2073	1271	69	13	85	0.340	0
6	1834	1527	208	10	83	0.400	0
3	2859	926	185	6	82	0.260	1
6	874	1145	309	13	107	0.280	0
7	1784	1270	74	10	67	0.430	0
3	1139	1623	3	13	92	0.040	0
5	1895	1229	64	11	83	0.070	0
3	1339	910	419	12	87	0.170	0
4	4105	1722	301	15	76	0.280	0
3	2211	1127	252	13	95	0.020	0
6	1909	1408	158	14	68	0.380	0
3	1285	659	81	18	110	0.420	0
5	1886	1300	314	7	63	0.180	0
8	876	848	233	5	97	0.050	0
6	1607	1892	156	5	88	0.240	0
5	3898	604	328	8	99	0.350	1
5	2437	815	430	6	108	0.170	1
5	1641	1532	273	14	63	0.430	0
7	1694	595	259	15	118	0.260	0
5	2990	860	12	10	66	0.070	0
3	1836	1388	295	7	95	0.010	0
3	3839	1322	36	7	61	0.460	0
7	236	1786	125	7	97	0.230	0
6	4584	1972	37	6	96	0.110	0
6	2352	1730	448	9	58	0.350	0
5	4062	1637	38	5	77	0.180	0
7	1426	1758	55	9	119	0.180	0
6	893	1191	349	5	99	0.490	1
5	3093	622	92	6	107	0.450	1
6	1923	950	281	14	103	0.490	0
8	534	593	100	11	119	0.390	0
6	3928	1979	177	6	68	0.060	0
6	643	811	384	19	81	0.210	0
5	1370	1315	134	6	117	0.400	0
3	2980	1004	243	9	75	0.370	0
5	843	541	379	15	104	0.420	0
8	3212	883	349	9	92	0.090	1
8	976	935	45	11	100	0.220	0
3	1859	1015	272	14	75	0.050	0
4	1804	1550	120	17	97	0.480	0
8	1094	1301	129	13	83	0.430	0
5	440	714	339	19	68	0.050	0
7	3820	1985	267	9	117	0.180	0
7	3054	750	275	5	57	0.190	1
7	1405	563	40	14	103	0.030	0
5	3111	1877	367	14	59	0.410	0
4	1954	1566	449	11	96	0.110	0
5	2703	714	446	6	68	0.170	1
8	1027	1722	170	11	98	0.250	0
4	1369	673	322	11	86	0.030	0
4	3065	1339	99	18	86	0.240	0
6	1647	1568	219	10	109	0.170	0
5	2731	1861	128	13	94	0.350	0
8	2311	1830	193	17	84	0.300	0
7	648	662	363	15	96	0.440	0
7	3293	1417	474	17	108	0.450	0
7	2397	771	418	14	117	0.090	1
7	1911	1001	247	6	65	0.310	1
8	193	1278	26	16	70	0.190	0
6	2346	1873	407	11	68	0.010	0
5	3167	1523	414	10	98	0.320	1
6	4787	569	453	18	57	0.220	0
6	3788	764	479	10	88	0.420	1
7	3289	1316	263	13	118	0.360	0
7	3057	1199	231	9	104	0.110	0
8	1142	1191	255	7	107	0.360	0
8	3883	1380	351	5	69	0.400	1
6	4624	862	473	10	71	0.300	1
4	3444	1096	205	10	54	0.270	0
8	1826	1691	125	11	52	0.480	0
7	1491	875	184	13	90	0.260	0
6	3084	1669	208	12	87	0.190	0
3	3895	687	147	13	84	0.230	0
7	3412	1909	487	12	85	0.180	0
8	2991	609	279	11	58	0.100	0
8	552	949	263	15	83	0.300	0
3	3963	1882	245	13	81	0.240	0
6	3974	925	307	19	72	0.210	0
7	1790	581	203	8	100	0.090	1
6	241	1934	69	12	104	0.470	0
4	3979	1412	421	19	107	0.040	0
4	3825	690	110	13	90	0.170	0
8	4871	990	5	19	118	0.150	0
3	964	663	326	14	119	0.160	0
4	1470	1114	269	7	117	0.400	0
7	404	570	88	8	115	0.450	0
6	486	1853	240	9	66	0.280	0
8	1973	1827	197	9	50	0.230	0
7	2326	1557	275	16	117	0.130	0
3	161	1935	86	15	83	0.300	0
5	2618	1063	475	10	89	0.150	1
8	4424	1076	81	14	112	0.120	0
8	1383	588	485	7	55	0.070	1
7	3577	990	228	9	66	0.330	0
5	4727	659	463	18	56	0.180	0
3	4074	544	178	6	114	0.470	1
3	780	1826	139	15	82	0.040	0
3	2379	1502	28	6	77	0.040	0
3	2131	822	392	13	64	0.280	0
4	3216	1018	220	18	78	0.190	0
6	2822	881	423	13	99	0.130	0
6	3198	1741	467	12	82	0.030	0
4	791	1044	67	7	93	0.260	0
6	1685	1963	327	17	56	0.410	0
3	2514	614	313	10	87	0.020	0
8	4567	1863	11	19	119	0.490	0
4	242	923	158	10	81	0.170	0
4	2739	1971	482	11	117	0.180	0
8	1807	864	237	16	81	0.240	0
6	2025	1004	307	14	90	0.190	0
5	4378	1632	136	15	83	0.090	0
7	3448	699	91	7	71	0.300	0
5	2819	1500	109	11	60	0.310	0
8	3243	1712	252	14	114	0.400	0
6	1475	899	47	5	63	0.250	0
3	811	586	336	17	52	0.450	0
7	3035	1682	102	6	56	0.130	0
8	1486	797	357	13	119	0.070	0
4	2304	859	285	18	108	0.180	0
6	1352	766	458	11	70	0.130	0
5	1064	1401	374	13	81	0.240	0
3	2303	1918	91	16	88	0.310	0
7	566	1738	404	17	96	0.300	0
8	3965	1851	98	14	101	0.430	0
8	985	1905	18	18	75	0.180	0
6	760	1637	405	16	87	0.270	0
5	639	1434	76	11	52	0.430	0
3	1432	620	264	18	82	0.300	0
7	1592	1989	107	19	117	0.430	0
5	4441	925	492	13	104	0.440	1
4	199	1928	26	5	81	0.170	0
3	3911	1131	275	6	64	0.110	1
6	1642	1284	159	8	107	0.340	0
7	3712	756	146	7	91	0.390	1
6	111	1391	360	9	50	0.130	0
8	1295	1869	55	12	104	0.130	0
4	263	588	340	12	67	0.170	0
3	1843	1618	366	14	118	0.320	0
8	1638	666	54	13	63	0.180	0
6	543	619	116	13	77	0.100	0
7	4378	624	150	14	64	0.080	0
4	137	894	191	17	110	0.010	0
3	2619	814	190	9	99	0.060	0
4	3066	1706	52	9	105	0.120	0
3	2175	1997	312	7	92	0.400	0
8	4752	1753	35	9	75	0.310	0
3	211	944	235	11	91	0.280	0
4	3038	1716	127	15	57	0.060	0
5	4310	1067	26	12	72	0.240	0
3	254	1757	66	17	115	0.310	0
7	2811	1008	126	17	106	0.150	0
7	4344	848	149	8	85	0.370	1
7	847	851	360	14	112	0.080	0
3	3530	1899	193	10	119	0.010	0
7	2939	861	74	6	97	0.480	1
8	1480	1548	388	18	52	0.430	0
3	3258	958	445	15	77	0.220	0
7	3406	931	191	7	52	0.050	0
7	4391	909	314	13	89	0.360	0
8	3950	689	238	19	119	0.470	0
6	1604	872	47	9	53	0.350	0
7	4281	1721	463	6	74	0.490	1
5	3913	1422	439	19	77	0.380	0
7	3351	1719	78	14	62	0.130	0
5	2662	1067	286	19	92	0.390	0
5	159	1750	94	7	95	0.390	0
5	3053	1175	369	16	100	0.490	0
6	3875	1222	36	19	53	0.450	0
6	4741	1410	373	8	110	0.160	1
4	3316	1380	155	7	115	0.390	0
7	2640	1053	443	15	75	0.280	0
7	4125	634	381	11	105	0.110	1
8	1465	1660	491	10	86	0.230	0
7	833	567	1	15	79	0.280	0
8	2596	1298	72	19	112	0.330	0
7	1190	1939	485	15	112	0.090	0
3	4253	1020	420	14	100	0.200	1
4	125	713	243	16	54	0.100	0
4	3953	1997	226	6	101	0.260	1
8	816	760	181	12	77	0.360	0
4	4281	1170	453	13	90	0.470	1
5	2403	1332	416	6	62	0.360	1
3	3079	570	87	18	100	0.200	0
3	4803	1185	295	18	81	0.420	0
8	3892	615	372	7	91	0.260	1
5	3632	876	281	10	73	0.150	0
3	1281	815	307	17	117	0.460	0
7	4121	969	425	5	54	0.360	1
3	1114	1895	310	13	64	0.010	0
8	4988	1294	244	10	117	0.240	1
5	3036	1017	95	19	72	0.360	0
3	945	1809	395	17	71	0.210	0
8	319	1218	303	6	96	0.220	0
4	977	1963	407	17	104	0.450	0
3	2743	521	473	19	73	0.370	0
7	1726	1158	151	9	106	0.220	0
5	1340	1584	73	6	103	0.370	0
7	1173	1743	480	5	115	0.460	1
8	3109	1691	252	8	68	0.180	0
4	2486	1709	485	19	117	0.010	0
6	3506	543	303	11	86	0.200	1
4	3843	1309	3	15	98	0.210	0
8	4209	1230	130	14	95	0.110	0
5	1207	1664	332	18	64	0.310	0
3	250	1036	223	9	116	0.450	0
3	2838	531	120	16	51	0.180	0
5	4937	1514	336	19	59	0.470	0
4	490	557	81	15	89	0.460	0
3	2187	929	489	17	60	0.140	0
7	1513	614	165	16	73	0.060	0
5	2003	578	447	16	117	0.270	0
5	4895	563	495	13	74	0.470	1
5	1540	1590	379	5	88	0.480	1
7	3476	1222	99	16	53	0.380	0
7	4472	671	381	6	105	0.050	1
8	2593	1278	478	18	77	0.250	0
7	891	525	116	7	111	0.040	0
5	4375	1987	197	12	80	0.170	0
4	3814	1687	57	5	105	0.120	0
6	3650	1627	261	10	95	0.220	0
7	1380	969	366	8	67	0.380	0
5	4927	1609	223	11	76	0.470	0
3	207	750	185	6	110	0.470	0
8	2157	810	40	17	119	0.480	0
6	2754	621	125	12	56	0.430	0
3	640	554	10	16	63	0.160	0
3	352	1131	71	7	95	0.110	0
7	2064	845	235	16	75	0.240	0
6	1155	1194	357	5	92	0.390	1
3	1056	1477	100	13	58	0.440	0
4	4710	704	403	17	73	0.030	0
5	2830	1843	435	13	54	0.110	0
5	2158	1538	336	7	70	0.140	0
8	2034	720	305	9	119	0.340	1
6	2497	1002	460	12	110	0.390	1
6	1527	1753	483	19	109	0.460	0
5	2011	1329	489	19	111	0.470	0
8	2071	1044	175	11	91	0.230	0
3	2445	541	358	18	82	0.010	0
3	1608	1170	106	8	119	0.320	0
7	3699	865	89	9	74	0.420	0
6	3465	515	37	10	84	0.450	0
7	4122	1062	217	13	63	0.110	0
6	509	864	491	11	118	0.070	0
6	1327	591	494	15	113	0.030	0
4	2438	1700	219	6	118	0.140	1
7	1725	834	95	14	69	0.260	0
8	4912	1894	125	14	104	0.200	0
8	4045	1105	401	12	58	0.340	0
3	733	684	11	8	86	0.240	0
6	2189	1546	73	7	63	0.290	0
7	1557	726	182	15	84	0.240	0
3	1229	1618	38	13	111	0.050	0
8	3422	1133	50	6	111	0.140	0
7	1222	860	17	18	104	0.090	0
7	4897	663	417	12	115	0.400	1
8	2747	1973	164	6	94	0.340	0
4	2591	612	225	5	66	0.250	1
5	2045	1608	235	13	94	0.270	0
8	905	1294	271	17	114	0.120	0
3	2156	753	284	6	96	0.310	1
5	3952	1278	397	16	64	0.230	0
5	1158	1506	17	17	111	0.480	0
5	4258	1037	376	15	86	0.280	0
3	727	1883	434	9	99	0.470	0
8	1802	1190	58	14	85	0.420	0
6	1393	1096	411	12	93	0.030	0
6	3196	1019	316	15	103	0.280	0
6	3676	910	225	7	73	0.390	1
7	1256	975	421	18	95	0.470	0
6	653	1516	391	10	112	0.010	0
7	1248	1383	105	6	64	0.150	0
6	2251	1534	254	5	60	0.420	1
4	1327	534	419	8	90	0.470	1
6	906	556	308	7	68	0.040	0
4	1530	1937	172	13	104	0.380	0
3	358	1492	455	10	85	0.270	0
